"Company: ","CLARIVATE PLC (CLVT:US)","","","","","","",""
"Exchange: ","NYSE","","","","","","",""
"Last Close Price: ","5.67","","","","","","",""
"Industry: ","Professional Services","","","","","","",""
"Currency: ","USD","","","","","","",""
"Country: ","US","","","","","","",""
"Market Cap.: ","3795","","","","","","",""
"Enterprise Value: ","8071","","","","","","",""
"period_end_date","2017-12","2018-12","2019-12","2020-12","2021-12","2022-12","2023-12","TTM"
"revenue","917.634","968.468","974.345","1254.1","1876.9","2659.8","2628.8","2620.9"
"cogs","394.215","430.326","352","438.8","626.1","954","906.4","894.2"
"gross_profit","523.419","538.1420000000001","622.345","815.3","1250.8","1705.8","1722.4","1726.7"
"sga","360.806","413.004","475.014","544.7","643","729.9","739.7","737.1"
"rnd","","","","","","","",""
"special_charges","","","","","","","",""
"other_opex","228.7","236.673","195.525","298.7","545.7","709.6","708","719.6"
"total_opex","589.506","649.677","670.539","843.4","1188.7","1439.5","1447.7","1456.7"
"operating_income","-66.087","-111.535","-48.194","-28.1","62.1","266.3","274.7","270"
"net_interest_income_normal","-138.196","-130.805","-157.689","-111.9","-252.5","-270.3","-293.7","-290.3"
"other_nonoperating_income","-80.94","5.827","-42.549","-213.3","-67.8","-3985.1","-993.5","-1032.1"
"pretax_income","-285.223","-236.513","-248.432","-353.3","-258.2","-3989.1","-1012.5","-1052.4"
"income_tax","21.293","-5.649","-10.201","2.7","-12.3","28.9","101.3","22.7"
"net_income_continuing","-263.93","-242.162","-258.633","-350.6","-270.5","-3960.2","-911.2","-1029.7"
"net_income_discontinued","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","",""
"other_income_statement_items","","","","","","","","1.5987211554602E-14"
"net_income","-263.93","-242.162","-258.633","-350.6","-270.5","-3960.2","-911.2","-1029.7"
"preferred_dividends","","","","","41.5","75.40000000000001","75.40000000000001","75.40000000000001"
"net_income_available_to_shareholders","-263.93","-242.162","-258.633","-350.6","-312","-4035.6","-986.6","-1105.1"
"eps_basic","-0.87","-0.79","-0.9399999999999999","-0.82","-0.49","-5.97","-1.47","-1.65"
"eps_diluted","-0.87","-0.79","-0.9399999999999999","-0.82","-0.61","-6.24","-1.47","-1.65"
"shares_basic","305.25","305.25","273.883","427","631","676.1","671.6","671.6"
"shares_diluted","305.25","305.25","273.883","427","640.8","678.6","671.6","671.6"
"cash_and_equiv","53.186","25.575","76.13","257.73","430.9","356.8","370.7","370.7"
"st_investments","","","","","","","",""
"receivables","317.808","331.295","333.858","737.7329999999999","906.4","872.1","908.3","908.3"
"inventories","","","","","","","",""
"other_current_assets","72.914","51.742","83.08799999999999","152.101","299.9","166.3","183.2","183.2"
"total_current_assets","443.908","408.612","493.076","1147.564","1637.2","1395.2","1462.2","1462.2"
"equity_and_other_investments","","","","","","","",""
"ppe_gross","31.891","38.244","126.976","205.424","237","169.2","180.4","180.4"
"accumulated_depreciation","-8.881","-17.603","-23.486","-36.801","-67.2","-55.8","-73.59999999999999","-73.59999999999999"
"ppe_net","23.01","20.641","103.49","168.623","169.8","113.4","106.8","106.8"
"intangible_assets","2160.09","1958.519","1828.635","7370.354","10392.4","9437.700000000001","9006.6","9006.6"
"goodwill","1311.25","1282.92","1328.05","6042.96","7904.9","2876.5","2023.7","2023.7"
"other_lt_assets","66.85299999999999","38.982","38.12","61.197","78.700000000001","122.1","107.5","107.5"
"total_assets","4005.111","3709.674","3791.371","14790.698","20183","13944.9","12706.8","12706.8"
"accounts_payable","60.758","38.418","26.458","82.038","129.2","101.4","144.1","144.1"
"tax_payable","","","6.994","45.127","28.538","","",""
"current_accrued_liabilities","193.71","153.849","152.223","466.803","529","353.1","315.2","315.2"
"st_debt","45.345","60.345","9","28.6","30.6","1","",""
"current_deferred_revenue","361.26","391.102","407.325","707.318","1030.4","947.5","983.1","983.1"
"current_deferred_tax_liability","","","","","","","",""
"other_current_liabilities","","1.1368683772162E-13","26.868","57.752","122.062","131.1","133.2","133.2"
"total_current_liabilities","661.073","643.7140000000001","650.998","1423.093","1902","1559.8","1600","1600"
"lt_debt","1967.735","1930.177","1628.611","3457.9","5456.3","5005","4721.1","4721.1"
"noncurrent_capital_leases","","","64.18899999999999","104.324","94","72.90000000000001","63.2","63.2"
"pension_liabilities","","","","","","","",""
"noncurrent_deferred_revenue","67.58799999999999","60.338","68.27","408.395","434.3","354.6","288.3","288.3"
"other_lt_liabilities","22.609","24.838","130.704","362.196","370.5","140.1","41.9","41.9"
"total_liabilities","2719.005","2659.067","2542.772","5755.908","8257.1","7132.4","6714.5","6714.5"
"common_stock","","1678","2144","9989","11828","11745","11741","11741"
"preferred_stock","","","","","1392.6","1392.6","1392.6","1392.6"
"retained_earnings","-390.099","-632.261","-890.894","-1250.838","-1604.4","-5658.9","-6645.5","-6645.5"
"aoci","13.984","5.358","-4.879","492.382","326.7","-665.9","-495.3","-495.3"
"apic","1662.205","","","","","","",""
"treasury_stock","","","","-196.038","-16.9","","",""
"other_equity","0.016000000000076","-0.49000000000001","0.37199999999984","0.28400000000147","-0.10000000000218","-0.30000000000109","-0.5","-0.5"
"minority_interest_liability","","","","","","","",""
"total_equity","1286.106","1050.607","1248.599","9034.790000000001","11925.9","6812.5","5992.3","5992.3"
"total_liabilities_and_equity","4005.111","3709.674","3791.371","14790.698","20183","13944.9","12706.8","12706.8"
"cfo_net_income","-263.93","-242.162","-258.633","-350.6","-270.5","-3960.2","-911.2","-1029.7"
"cfo_da","228.463","237.225","200.542","303.2","537.8","710.5","708.3","715.1"
"cfo_receivables","43.109","-50.906","-0.593","29.9","-64.09999999999999","-28.3","-25.5","7"
"cfo_inventory","","","","","","","",""
"cfo_prepaid_expenses","-4.052","-2.936","-10.224","5.7","2.7","-17.1","1.7","11.6"
"cfo_other_working_capital","-10.877","26.642","14.532","71.5","129.4","-226.5","-36.6","-42.2"
"cfo_change_in_working_capital","28.18","-27.2","3.715","107.1","68","-271.9","-60.4","-23.6"
"cfo_deferred_tax","-36.272","19.716","0.357","-45.5","-13.3","-54.3","-78.40000000000001",""
"cfo_stock_comp","17.66","13.72","51.38","34.2","33.3","93.90000000000001","109","83.2"
"cfo_other_noncash_items","32.566","-27.399","120.219","215.1","-31.5","3991.3","976.9","947.9"
"cf_cfo","6.667","-26.1","117.58","263.5","323.8","509.3","744.2","692.9"
"cfi_ppe_net","-37.804","-45.41","-72.461","-107.7","-118.5","-202.9","-242.5","-247.6"
"cfi_acquisitions_net","-2.401","57.344","-68.42400000000001","-2881.1","-3926","260.2","5.1","-4.3"
"cfi_investment_net","","","","","","","",""
"cfi_intangibles_net","","","-2.625","-5.982","","","",""
"cfi_other","","1.7763568394003E-15","2.625","5.9819999999995","","1.4210854715202E-14","","10.5"
"cf_cfi","-40.205","11.934","-140.885","-2988.8","-4044.5","57.3","-237.4","-241.4"
"cff_common_stock_net","","","","843.7","708.5","-169.3","-100",""
"cff_pfd_net","","","","","1392.6","","",""
"cff_debt_net","14.577","-31.709","978.491","1882.4","1988.8","-498.4","-301","-223.5"
"cff_dividend_paid","","","","","-18.9","-75.40000000000001","-75.5","-75.5"
"cff_other","8.241","-0.896","-903.276","200.5","-38.8","-16.1","-20","-141.1"
"cf_cff","22.818","-32.605","75.215","2926.6","4032.2","-759.2","-496.5","-440.1"
"ebitda","162.376","125.69","152.348","275.1","599.9","976.8","983","985.1"
"capex","-37.804","-45.41","-72.461","-107.7","-118.5","-202.9","-242.5","-247.6"
"fcf","-31.137","-71.51000000000001","45.119","155.8","205.3","306.4","501.7","445.3"
"book_value","1286.106","1050.607","1248.599","9034.790000000001","10533.3","5419.9","4599.7","4495.8"
"tangible_book_value","-2185.234","-2190.832","-1908.086","-4378.524","-7764","-6894.3","-6430.6","-6401.8"
"roa","","-0.06","-0.07000000000000001","-0.04","-0.02","-0.23","-0.07000000000000001","-0.08"
"roe","","-0.21","-0.22","-0.07000000000000001","-0.03","-0.42","-0.14","-0.16"
"roic","","-0.08","-0.09","-0.05","-0.02","-0.27","-0.08","-0.09"
"roce","","-0.03","-0.02","","","0.02","0.02","0.02"
"rotce","","1.13","0.79","2.3","-44.22","6.18","3.7","15.52"
"gross_margin","0.57","0.5600000000000001","0.64","0.65","0.67","0.64","0.66","0.66"
"ebitda_margin","0.18","0.13","0.16","0.22","0.32","0.37","0.37","0.38"
"operating_margin","-0.07000000000000001","-0.12","-0.05","-0.02","0.03","0.1","0.1","0.1"
"pretax_margin","-0.31","-0.24","-0.25","-0.28","-0.14","-1.5","-0.39","-0.4"
"net_income_margin","-0.29","-0.25","-0.27","-0.28","-0.14","-1.49","-0.35","-0.39"
"fcf_margin","-0.03","-0.07000000000000001","0.05","0.12","0.11","0.12","0.19","0.17"
"assets_to_equity","3.11","3.53","3.04","1.64","1.69","2.05","2.12","2.12"
"equity_to_assets","0.32","0.28","0.33","0.61","0.59","0.49","0.47","0.47"
"debt_to_equity","1.57","1.89","1.36","0.4","0.47","0.75","0.8","0.8"
"debt_to_assets","0.5","0.54","0.45","0.24","0.28","0.36","0.38","0.38"
"revenue_per_share","3.01","3.17","3.56","2.94","2.93","3.92","3.91","3.91"
"ebitda_per_share","0.53","0.41","0.5600000000000001","0.64","0.9399999999999999","1.44","1.46","1.47"
"operating_income_per_share","-0.22","-0.37","-0.18","-0.07000000000000001","0.1","0.39","0.41","0.4"
"pretax_income_per_share","-0.93","-0.77","-0.91","-0.83","-0.4","-5.88","-1.51","-1.58"
"fcf_per_share","-0.1","-0.23","0.16","0.36","0.32","0.45","0.75","0.67"
"book_value_per_share","4.21","3.44","4.56","21.16","16.44","7.99","6.85","6.74"
"tangible_book_per_share","-7.16","-7.18","-6.97","-10.25","-12.12","-10.16","-9.58","-9.6"
"payout_ratio","","","","","","","",""
"revenue_growth","","0.06","0.01","0.29","0.5","0.42","-0.01",""
"gross_profit_growth","","0.03","0.16","0.31","0.53","0.36","0.01",""
"ebitda_growth","","-0.23","0.21","0.8100000000000001","1.18","0.63","0.01",""
"operating_income_growth","","-0.6899999999999999","0.57","0.42","3.21","3.29","0.03",""
"pretax_income_growth","","0.17","-0.05","-0.42","0.27","-14.45","0.75",""
"net_income_growth","","0.08","-0.07000000000000001","-0.36","0.23","-13.64","0.77",""
"eps_diluted_growth","","0.08","-0.19","0.13","0.26","-9.23","0.76",""
"shares_diluted_growth","","","-0.1","0.5600000000000001","0.5","0.06","-0.01",""
"cash_and_equiv_growth","","-0.52","1.98","2.39","0.67","-0.17","0.04",""
"ppe_growth","","-0.1","4.01","0.63","0.01","-0.33","-0.06",""
"total_assets_growth","","-0.07000000000000001","0.02","2.9","0.36","-0.31","-0.09",""
"total_equity_growth","","-0.18","0.19","6.24","0.32","-0.43","-0.12",""
"cfo_growth","","-4.91","5.5","1.24","0.23","0.57","0.46",""
"capex_growth","","-0.2","-0.6","-0.49","-0.1","-0.71","-0.2",""
"fcf_growth","","-1.3","1.63","2.45","0.32","0.49","0.64",""
"shares_eop","305.25","305.25","306.874","606.33","683.139","674.409","666.1","668.24"
"dividends","","","","","","","",""
"price_to_earnings","","","-19.93","-51.38","-59.4","-1.42","-6.77","-4.82"
"price_to_book","","","4.13","1.99","1.53","1.04","1.34","1.1"
"price_to_sales","","","5.29","14.36","8.56","2.11","2.35","1.89"
"price_to_tangible_book","","","-2.7","-4.11","-2.07","-0.82","-0.96","-0.78"
"price_to_fcf","","","114.26","115.62","78.26000000000001","18.36","12.29","11.15"
"market_cap","","","5155.4832","18014.0643","16067.42928","5624.57106","6168.086","4964.726"
"period_end_price","","","16.8","29.71","23.52","8.34","9.26","9.26"
